asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,,,,,,,,
1/23/2008,4.86534,4.842015513,5.33,0.46466,3,0.25,,,,,,
1/22/2008,4.82456,4.851475375,5.33,0.50544,2,0.7,,,,,,
1/18/2008,5.07507,5.009543061,5.33,0.25493,5,0,,,,,,
1/17/2008,5.04624,4.999885496,5.33,0.28376,4,0,,,,,,
1/16/2008,5.12728,5.067771727,5.565,0.43772,3,0.25,,,,,,
1/15/2008,5.04364,5.046743171,5.565,0.52136,2,0.7,,,,,,
1/14/2008,5.13481,5.119774556,5.565,0.43019,1,0.05,,,,,,
1/11/2008,5.17318,5.143359973,5.565,0.39182,5,0,,,,,,
1/10/2008,5.28583,5.246956026,5.565,0.27917,4,0,,,,,,
1/9/2008,5.2107,5.193274138,5.72,0.5093,3,0.25,,,,,,
1/8/2008,5.25517,5.215738057,5.72,0.46483,2,0.7,,,,,,
1/7/2008,5.23878,5.24982703,5.72,0.48122,1,0.05,,,,,,
1/4/2008,5.28617,5.294756046,5.72,0.43383,5,0,,,,,,
1/3/2008,5.3789,5.36722847,5.72,0.3411,4,0,,,,,,
1/2/2008,5.39414,5.37250905,5.945,0.55086,3,0.25,,,,,,
12/31/2007,5.5067,5.493149466,5.945,0.4383,1,0.05,,,,,,
12/28/2007,5.59539,5.538125034,5.945,0.34961,5,0,,,,,,
12/27/2007,5.73511,5.634888454,5.945,0.20989,4,0,,,,,,
12/26/2007,5.79908,5.693055207,6.045,0.24592,3,0.25,,,,,,
12/24/2007,5.74257,5.639500826,6.045,0.30243,1,0.05,,,,,,
12/21/2007,5.68464,5.593803306,6.045,0.36036,5,0,,,,,,
12/20/2007,5.52723,5.477000286,6.045,0.51777,4,0,,,,,,
12/19/2007,5.53357,5.495683625,5.99,0.45643,3,0.25,,,,,,
12/18/2007,5.61771,5.532187914,5.99,0.37229,2,0.7,,,,,,
12/17/2007,5.73971,5.630734339,5.99,0.25029,1,0.05,,,,,,
12/14/2007,5.75288,5.664013418,5.99,0.23712,5,0,,,,,,
12/13/2007,5.66802,5.596217805,5.99,0.32198,4,0,,,,,,
12/12/2007,5.59488,5.549374572,5.985,0.39012,3,0.25,,,,,,
12/11/2007,5.54528,5.542389584,5.985,0.43972,2,0.7,,,,,,
12/10/2007,5.7185,5.650751868,5.985,0.2665,1,0.05,,,,,,
12/7/2007,5.68009,5.623823403,5.985,0.30491,5,0,,,,,,
12/6/2007,5.49202,5.481370746,5.985,0.49298,4,0,,,,,,
12/5/2007,5.40073,5.412625264,5.81,0.40927,3,0.25,,,,,,
12/4/2007,5.39349,5.412001339,5.81,0.41651,2,0.7,,,,,,
12/3/2007,5.39401,5.403635101,5.81,0.41599,1,0.05,,,,,,
11/30/2007,5.43923,5.458046821,5.81,0.37077,5,0,,,,,,
11/29/2007,5.48448,5.496757728,5.81,0.32552,4,0,,,,,,
11/28/2007,5.58194,5.569786281,5.975,0.39306,3,0.25,,,,,,
11/27/2007,5.62014,5.554047652,5.975,0.35486,2,0.7,,,,,,
11/26/2007,5.47701,5.432891406,5.975,0.49799,1,0.05,,,,,,
11/23/2007,5.66973,5.582865696,5.975,0.30527,5,0,,,,,,
11/21/2007,5.72955,5.619240007,6.075,0.34545,3,0.25,,,,,,
11/20/2007,5.80547,5.640020987,6.075,0.26953,2,0.7,,,,,,
11/19/2007,5.74195,5.61738753,6.075,0.33305,1,0.05,,,,,,
11/16/2007,5.77368,5.62590134,6.075,0.30132,5,0,,,,,,
11/15/2007,5.74313,5.639112188,6.09,0.34687,4,0,,,,,,
11/14/2007,5.81237,5.697834793,6.075,0.26263,3,0.25,,,,,,
11/13/2007,5.83079,5.71188665,6.09,0.25921,2,0.7,,,,,,
11/9/2007,5.81494,5.716208082,6.09,0.27506,5,0,,,,,,
11/8/2007,5.85192,5.774834119,6.09,0.23808,4,0,,,,,,
11/7/2007,5.87137,5.781272724,6.09,0.21863,3,0.25,,,,,,
11/6/2007,5.86598,5.759790677,6.09,0.22402,2,0.7,,,,,,
11/5/2007,5.81429,5.716733141,6.09,0.27571,1,0.05,,,,,,
11/2/2007,5.72404,5.661584126,6.09,0.36596,5,0,,,,,,
11/1/2007,5.76173,5.706053616,6.09,0.32827,4,0,,,,,,
10/31/2007,5.82636,5.764212357,6.11,0.28364,3,0.25,,,,,,
10/30/2007,5.74383,5.707223825,6.11,0.36617,2,0.7,,,,,,
10/29/2007,5.74053,5.723768205,6.11,0.36947,1,0.05,,,,,,
10/26/2007,5.7513,5.727683634,6.11,0.3587,5,0,,,,,,
10/25/2007,5.69814,5.702341722,6.11,0.41186,4,0,,,,,,
10/24/2007,5.68865,5.67898802,6.205,0.51635,3,0.25,,,,,,
10/23/2007,5.77363,5.733468009,6.205,0.43137,2,0.7,,,,,,
10/22/2007,5.79053,5.739753056,6.205,0.41447,1,0.05,,,,,,
10/19/2007,5.78826,5.743246008,6.205,0.41674,5,0,,,,,,
10/18/2007,5.85501,5.828019376,6.205,0.34999,4,0,,,,,,
10/17/2007,5.90414,5.859327919,6.275,0.37086,3,0.25,,,,,,
10/16/2007,5.9741,5.92760552,6.275,0.3009,2,0.7,,,,,,
10/15/2007,5.98213,5.927779603,6.275,0.29287,1,0.05,,,,,,
10/12/2007,5.98161,5.94345108,6.275,0.29339,5,0,,,,,,
10/11/2007,5.9681,5.92033834,6.275,0.3069,4,0,,,,,,
10/10/2007,5.98497,5.946793366,6.25,0.26503,3,0.25,,,,,,
10/9/2007,5.98408,5.978511127,6.25,0.26592,2,0.7,,,,,,
10/5/2007,5.98487,5.980795716,6.25,0.26513,5,0,,,,,,
10/4/2007,5.88909,5.869363086,6.25,0.36091,4,0,,,,,,
10/3/2007,5.90551,5.878196131,6.245,0.33949,3,0.25,,,,,,
10/2/2007,5.91811,5.87967093,6.245,0.32689,2,0.7,,,,,,
10/1/2007,5.93729,5.925276487,6.245,0.30771,1,0.05,,,,,,
9/28/2007,5.95066,5.9245029,6.245,0.29434,5,0,,,,,,
9/27/2007,5.92373,5.913150711,6.245,0.32127,4,0,,,,,,
9/26/2007,5.98048,5.973365247,6.295,0.31452,3,0.25,,,,,,
9/25/2007,5.97037,5.989618077,6.295,0.32463,2,0.7,,,,,,
9/24/2007,5.97496,5.976328653,6.295,0.32004,1,0.05,,,,,,
9/21/2007,5.95164,5.973657307,6.295,0.34336,5,0,,,,,,
9/20/2007,5.96554,5.99883568,6.295,0.32946,4,0,,,,,,
9/19/2007,5.795,5.822789731,6.215,0.42,3,0.25,,,,,,
9/18/2007,5.79823,5.832183109,6.215,0.41677,2,0.7,,,,,,
9/17/2007,5.894,5.908327697,6.215,0.321,1,0.05,,,,,,
9/14/2007,5.89106,5.888335037,6.215,0.32394,5,0,,,,,,
9/13/2007,5.9126,5.916990166,6.215,0.3024,4,0,,,,,,
9/12/2007,5.87022,5.866961551,6.185,0.31478,3,0.25,,,,,,
9/11/2007,5.80365,5.817800079,6.185,0.38135,2,0.7,,,,,,
9/10/2007,5.73113,5.75306424,6.185,0.45387,1,0.05,,,,,,
9/7/2007,5.76133,5.769511256,6.185,0.42367,5,0,,,,,,
9/6/2007,5.9335,5.895528546,6.185,0.2515,4,0,,,,,,
9/5/2007,5.92707,5.894786483,6.335,0.40793,3,0.25,,,,,,
9/4/2007,6.01567,5.969083785,6.335,0.31933,2,0.7,,,,,,
8/31/2007,5.99344,5.961913919,6.335,0.34156,5,0,,,,,,
8/30/2007,5.97114,5.928724304,6.335,0.36386,4,0,,,,,,
8/29/2007,5.97927,5.97389139,6.325,0.34573,3,0.25,,,,,,
8/28/2007,5.9438,5.945613064,6.325,0.3812,2,0.7,,,,,,
8/27/2007,5.97041,5.964407605,6.325,0.35459,1,0.05,,,,,,
8/24/2007,5.98703,6.004429174,6.325,0.33797,5,0,,,,,,
8/23/2007,6.02021,6.048539053,6.325,0.30479,4,0,,,,,,
8/22/2007,6.02985,6.066396123,6.37,0.34015,3,0.25,,,,,,
8/21/2007,6.01298,6.061793014,6.37,0.35702,2,0.7,,,,,,
8/20/2007,6.07633,6.101081891,6.37,0.29367,1,0.05,,,,,,
8/17/2007,6.11128,6.141197926,6.37,0.25872,5,0,,,,,,
8/16/2007,6.14169,6.121772525,6.37,0.22831,4,0,,,,,,
8/15/2007,6.20664,6.150418938,6.47,0.26336,3,0.25,,,,,,
8/14/2007,6.1677,6.167199762,6.47,0.3023,2,0.7,,,,,,
8/13/2007,6.16927,6.188305829,6.47,0.30073,1,0.05,,,,,,
8/10/2007,6.15063,6.192128826,6.47,0.31937,5,0,,,,,,
8/9/2007,6.12613,6.181948332,6.47,0.34387,4,0,,,,,,
8/8/2007,6.16603,6.196418432,6.44,0.27397,3,0.25,,,,,,
8/7/2007,6.10728,6.134701097,6.44,0.33272,2,0.7,,,,,,
8/6/2007,6.12133,6.162737467,6.44,0.31867,1,0.05,,,,,,
8/3/2007,6.10397,6.134895271,6.44,0.33603,5,0,,,,,,
8/2/2007,6.17056,6.176737896,6.44,0.26944,4,0,,,,,,
8/1/2007,6.20234,6.205785719,6.505,0.30266,3,0.25,,,,,,
7/31/2007,6.22355,6.231794512,6.505,0.28145,2,0.7,,,,,,
7/30/2007,6.24717,6.27644317,6.505,0.25783,1,0.05,,,,,,
7/27/2007,6.21896,6.2823863,6.505,0.28604,5,0,,,,,,
7/26/2007,6.2137,6.238386794,6.505,0.2913,4,0,,,,,,
7/25/2007,6.27441,6.259968882,6.54,0.26559,3,0.25,,,,,,
7/24/2007,6.28258,6.275468665,6.54,0.25742,2,0.7,,,,,,
7/23/2007,6.28112,6.257388135,6.54,0.25888,1,0.05,,,,,,
7/20/2007,6.265,6.249407098,6.54,0.275,5,0,,,,,,
7/19/2007,6.30406,6.272883764,6.54,0.23594,4,0,,,,,,
7/18/2007,6.28572,6.267541411,6.58,0.29428,3,0.25,,,,,,
7/17/2007,6.33529,6.322895498,6.58,0.24471,2,0.7,,,,,,
7/16/2007,6.30073,6.28704773,6.58,0.27927,1,0.05,,,,,,
7/13/2007,6.33145,6.344955152,6.58,0.24855,5,0,,,,,,
7/12/2007,6.33541,6.353372306,6.58,0.24459,4,0,,,,,,
7/11/2007,6.3107,6.335315355,6.58,0.2693,3,0.25,,,,,,
7/10/2007,6.28291,6.302625414,6.58,0.29709,2,0.7,,,,,,
7/9/2007,6.35041,6.360498975,6.58,0.22959,1,0.05,,,,,,
7/6/2007,6.3727,6.398407154,6.58,0.2073,5,0,,,,,,
7/5/2007,6.3398,6.343769768,6.58,0.2402,4,0,,,,,,
7/3/2007,6.25963,6.257673621,6.48,0.22037,2,0.7,,,,,,
7/2/2007,6.22665,6.219420311,6.48,0.25335,1,0.05,,,,,,
6/29/2007,6.25387,6.246416727,6.48,0.22613,5,0,,,,,,
6/28/2007,6.2982,6.297863604,6.48,0.1818,4,0,,,,,,
6/27/2007,6.26639,6.257738638,6.52,0.25361,3,0.25,,,,,,
6/26/2007,6.28234,6.275021899,6.52,0.23766,2,0.7,,,,,,
6/25/2007,6.2647,6.257119284,6.52,0.2553,1,0.05,,,,,,
6/22/2007,6.30384,6.30328896,6.52,0.21616,5,0,,,,,,
6/21/2007,6.32487,6.322064434,6.52,0.19513,4,0,,,,,,
6/20/2007,6.28873,6.26766757,6.565,0.27627,3,0.25,,,,,,
6/19/2007,6.22539,6.207862981,6.565,0.33961,2,0.7,,,,,,
6/18/2007,6.27743,6.254073836,6.565,0.28757,1,0.05,,,,,,
6/15/2007,6.29718,6.298198167,6.565,0.26782,5,0,,,,,,
6/14/2007,6.35536,6.36613089,6.565,0.20964,4,0,,,,,,
6/13/2007,6.36267,6.363345891,6.59,0.22733,3,0.25,,,,,,
6/12/2007,6.38983,6.42469437,6.59,0.20017,2,0.7,,,,,,
6/11/2007,6.28557,6.272922167,6.59,0.30443,1,0.05,,,,,,
6/8/2007,6.28132,6.267316954,6.59,0.30868,5,0,,,,,,
6/7/2007,6.26442,6.232643466,6.59,0.32558,4,0,,,,,,
6/6/2007,6.12429,6.081565275,6.38,0.25571,3,0.25,,,,,,
6/5/2007,6.11896,6.083332632,6.38,0.26104,2,0.7,,,,,,
6/4/2007,6.06,6.04655522,6.38,0.32,1,0.05,,,,,,
6/1/2007,6.07372,6.070103242,6.38,0.30628,5,0,,,,,,
5/31/2007,6.00727,6.010026554,6.38,0.37273,4,0,,,,,,
5/30/2007,5.99207,5.987458609,6.27,0.27793,3,0.25,,,,,,
5/29/2007,5.99219,5.986748492,6.27,0.27781,2,0.7,,,,,,
5/25/2007,5.96443,5.961567168,6.27,0.30557,5,0,,,,,,
5/24/2007,5.98156,5.957216119,6.27,0.28844,4,0,,,,,,
5/23/2007,5.97429,5.957592468,6.22,0.24571,3,0.25,,,,,,
5/22/2007,5.94901,5.923769781,6.22,0.27099,2,0.7,,,,,,
5/21/2007,5.91467,5.897837261,6.22,0.30533,1,0.05,,,,,,
5/18/2007,5.92507,5.927757677,6.22,0.29493,5,0,,,,,,
5/17/2007,5.8856,5.864274647,6.22,0.3344,4,0,,,,,,
5/16/2007,5.84391,5.828623134,6.06,0.21609,3,0.25,,,,,,
5/15/2007,5.84727,5.831788937,6.06,0.21273,2,0.7,,,,,,
5/14/2007,5.83042,5.811407184,6.06,0.22958,1,0.05,,,,,,
5/11/2007,5.80676,5.802119598,6.06,0.25324,5,0,,,,,,
5/10/2007,5.78653,5.781635671,6.06,0.27347,4,0,,,,,,
5/9/2007,5.79797,5.80281856,6.025,0.22703,3,0.25,,,,,,
5/8/2007,5.76477,5.771123979,6.025,0.26023,2,0.7,,,,,,
5/7/2007,5.76324,5.76831812,6.025,0.26176,1,0.05,,,,,,
5/4/2007,5.77033,5.764765273,6.025,0.25467,5,0,,,,,,
5/3/2007,5.80799,5.795204255,6.025,0.21701,4,0,,,,,,
5/2/2007,5.77791,5.77118348,6.035,0.25709,3,0.25,,,,,,
5/1/2007,5.78013,5.769992186,6.035,0.25487,2,0.7,,,,,,
4/30/2007,5.769,5.753982774,6.035,0.266,1,0.05,,,,,,
4/27/2007,5.82011,5.811463714,6.035,0.21489,5,0,,,,,,
4/26/2007,5.80346,5.797250002,6.035,0.23154,4,0,,,,,,
4/25/2007,5.76223,5.755713806,6.035,0.27277,3,0.25,,,,,,
4/24/2007,5.73675,5.729521041,6.035,0.29825,2,0.7,,,,,,
4/23/2007,5.76361,5.759702803,6.035,0.27139,1,0.05,,,,,,
4/20/2007,5.77947,5.783214606,6.035,0.25553,5,0,,,,,,
4/19/2007,5.767,5.769185062,6.035,0.268,4,0,,,,,,
4/18/2007,5.76155,5.751587826,6.045,0.28345,3,0.25,,,,,,
4/17/2007,5.79239,5.778122404,6.045,0.25261,2,0.7,,,,,,
4/16/2007,5.83698,5.820420532,6.045,0.20802,1,0.05,,,,,,
4/13/2007,5.85428,5.841735198,6.045,0.19072,5,0,,,,,,
4/12/2007,5.83404,5.828314323,6.045,0.21096,4,0,,,,,,
4/11/2007,5.82867,5.836459005,6.07,0.24133,3,0.25,,,,,,
4/10/2007,5.816,5.830848649,6.07,0.254,2,0.7,,,,,,
4/9/2007,5.83389,5.850887069,6.07,0.23611,1,0.05,,,,,,
4/5/2007,5.76985,5.788099471,6.07,0.30015,4,0,,,,,,
4/4/2007,5.75562,5.780088197,6.02,0.26438,3,0.25,,,,,,
4/3/2007,5.76023,5.785797216,6.02,0.25977,2,0.7,,,,,,
4/2/2007,5.75504,5.760671516,6.02,0.26496,1,0.05,,,,,,
3/30/2007,5.76151,5.765054119,6.02,0.25849,5,0,,,,,,
3/29/2007,5.74611,5.754500779,6.02,0.27389,4,0,,,,,,
3/28/2007,5.73479,5.752672191,6.01,0.27521,3,0.25,,,,,,
3/27/2007,5.72023,5.739847465,6.01,0.28977,2,0.7,,,,,,
3/26/2007,5.69346,5.722029189,6.01,0.31654,1,0.05,,,,,,
3/23/2007,5.70792,5.733549054,6.01,0.30208,5,0,,,,,,
3/22/2007,5.67216,5.708887006,6.01,0.33784,4,0,,,,,,
3/21/2007,5.61128,5.636295367,6.01,0.39872,3,0.25,,,,,,
3/20/2007,5.65758,5.687944498,6.01,0.35242,2,0.7,,,,,,
3/19/2007,5.68532,5.713766264,6.01,0.32468,1,0.05,,,,,,
3/16/2007,5.67116,5.699896652,6.01,0.33884,5,0,,,,,,
3/15/2007,5.66107,5.695003814,6.01,0.34893,4,0,,,,,,
3/14/2007,5.64978,5.694221101,5.99,0.34022,3,0.25,,,,,,
3/13/2007,5.62499,5.670267912,5.99,0.36501,2,0.7,,,,,,
3/12/2007,5.6818,5.718241659,5.99,0.3082,1,0.05,,,,,,
3/9/2007,5.70828,5.750785785,5.99,0.28172,5,0,,,,,,
3/8/2007,5.63625,5.679090475,5.99,0.35375,4,0,,,,,,
3/7/2007,5.64065,5.684498408,6.015,0.37435,3,0.25,,,,,,
3/6/2007,5.68031,5.711950025,6.015,0.33469,2,0.7,,,,,,
3/5/2007,5.69602,5.735663078,6.015,0.31898,1,0.05,,,,,,
3/2/2007,5.6857,5.741289797,6.015,0.3293,5,0,,,,,,
3/1/2007,5.70088,5.744198637,6.015,0.31412,4,0,,,,,,
2/28/2007,5.69793,5.723067933,6.03,0.33207,3,0.25,,,,,,
2/27/2007,5.666,5.697169758,6.03,0.364,2,0.7,,,,,,
2/26/2007,5.73856,5.770948395,6.03,0.29144,1,0.05,,,,,,
2/23/2007,5.76857,5.795688486,6.03,0.26143,5,0,,,,,,
2/22/2007,5.79825,5.823977881,6.03,0.23175,4,0,,,,,,
2/21/2007,5.76648,5.795313596,6.095,0.32852,3,0.25,,,,,,
2/20/2007,5.75967,5.795649015,6.095,0.33533,2,0.7,,,,,,
2/16/2007,5.76704,5.797784259,6.095,0.32796,5,0,,,,,,
2/15/2007,5.76575,5.788060457,6.095,0.32925,4,0,,,,,,
2/14/2007,5.78171,5.801774755,6.15,0.36829,3,0.25,,,,,,
2/13/2007,5.874,5.877115695,6.15,0.276,2,0.7,,,,,,
2/12/2007,5.8661,5.877598786,6.15,0.2839,1,0.05,,,,,,
2/9/2007,5.83455,5.862578204,6.15,0.31545,5,0,,,,,,
2/8/2007,5.77907,5.801458112,6.15,0.37093,4,0,,,,,,
2/7/2007,5.7765,5.811210411,6.105,0.3285,3,0.25,,,,,,
2/6/2007,5.78845,5.818653704,6.105,0.31655,2,0.7,,,,,,
2/5/2007,5.8258,5.852968689,6.105,0.2792,1,0.05,,,,,,
2/2/2007,5.86395,5.883797338,6.105,0.24105,5,0,,,,,,
2/1/2007,5.89772,5.921699934,6.105,0.20728,4,0,,,,,,
1/31/2007,5.89771,5.920967982,6.19,0.29229,3,0.25,,,,,,
1/30/2007,5.95304,5.979959659,6.19,0.23696,2,0.7,,,,,,
1/29/2007,5.96445,6.001093204,6.19,0.22555,1,0.05,,,,,,
1/26/2007,5.94379,5.981483894,6.19,0.24621,5,0,,,,,,
1/25/2007,5.93337,5.967775199,6.19,0.25663,4,0,,,,,,
1/24/2007,5.86891,5.893586888,6.1,0.23109,3,0.25,,,,,,
1/23/2007,5.85716,5.887851234,6.1,0.24284,2,0.7,,,,,,
1/22/2007,5.81193,5.858068472,6.1,0.28807,1,0.05,,,,,,
1/19/2007,5.82398,5.870388206,6.1,0.27602,5,0,,,,,,
1/18/2007,5.80081,5.847793207,6.1,0.29919,4,0,,,,,,
1/17/2007,5.82895,5.881561446,6.08,0.25105,3,0.25,,,,,,
1/16/2007,5.79288,5.851313498,6.08,0.28712,2,0.7,,,,,,
1/12/2007,5.79949,5.8731153,6.08,0.28051,5,0,,,,,,
1/11/2007,5.78313,5.857225734,6.08,0.29687,4,0,,,,,,
1/10/2007,5.73098,5.803042259,6.06,0.32902,3,0.25,,,,,,
1/9/2007,5.69234,5.771100828,6.06,0.36766,2,0.7,,,,,,
1/8/2007,5.68939,5.776257242,6.06,0.37061,1,0.05,,,,,,
1/5/2007,5.6641,5.764094598,6.06,0.3959,5,0,,,,,,
1/4/2007,5.64398,5.759409233,6.06,0.41602,4,0,,,,,,
1/3/2007,5.70619,5.811567079,6.03,0.32381,3,0.25,,,,,,
1/2/2007,5.75132,5.85323205,6.03,0.27868,2,0.7,,,,,,
12/29/2006,5.78466,5.877443664,6.03,0.24534,5,0,,,,,,
12/28/2006,5.77848,5.86778754,6.03,0.25152,4,0,,,,,,
12/27/2006,5.74329,5.839792752,6.03,0.28671,3,0.25,,,,,,
12/26/2006,5.6947,5.796600047,6.03,0.3353,2,0.7,,,,,,
12/22/2006,5.70687,5.815531749,6.03,0.32313,5,0,,,,,,
12/21/2006,5.63329,5.744733003,6.03,0.39671,4,0,,,,,,
12/20/2006,5.69257,5.790695277,5.98,0.28743,3,0.25,,,,,,
12/19/2006,5.70048,5.796650043,5.98,0.27952,2,0.7,,,,,,
12/18/2006,5.69459,5.788719507,5.98,0.28541,1,0.05,,,,,,
12/15/2006,5.68714,5.789422516,5.98,0.29286,5,0,,,,,,
12/14/2006,5.68114,5.789510354,5.98,0.29886,4,0,,,,,,
12/13/2006,5.65971,5.776700963,5.97,0.31029,3,0.25,,,,,,
12/12/2006,5.57128,5.713082165,5.97,0.39872,2,0.7,,,,,,
12/11/2006,5.63028,5.756379001,5.97,0.33972,1,0.05,,,,,,
12/8/2006,5.66464,5.785363709,5.97,0.30536,5,0,,,,,,
12/7/2006,5.59388,5.727588543,5.97,0.37612,4,0,,,,,,
12/6/2006,5.56671,5.68881849,5.985,0.41829,3,0.25,,,,,,
12/5/2006,5.50829,5.653452176,5.985,0.47671,2,0.7,,,,,,
12/4/2006,5.50335,5.657409206,5.985,0.48165,1,0.05,,,,,,
12/1/2006,5.51164,5.653318987,5.985,0.47336,5,0,,,,,,
11/30/2006,5.57153,5.702826656,5.985,0.41347,4,0,,,,,,
11/29/2006,5.65536,5.756317587,5.99,0.33464,3,0.25,,,,,,
11/28/2006,5.65634,5.747492396,5.99,0.33366,2,0.7,,,,,,
11/27/2006,5.68837,5.773826264,5.99,0.30163,1,0.05,,,,,,
11/24/2006,5.70001,5.78425573,5.99,0.28999,5,0,,,,,,
11/22/2006,5.70866,5.801185448,5.99,0.28134,3,0.25,,,,,,
11/21/2006,5.71028,5.810010205,6.055,0.34472,2,0.7,,,,,,
11/20/2006,5.71107,5.823622516,6.055,0.34393,1,0.05,,,,,,
11/17/2006,5.72502,5.833942551,6.055,0.32998,5,0,,,,,,
11/16/2006,5.79681,5.896057149,6.055,0.25819,4,0,,,,,,
11/15/2006,5.77565,5.87582065,6.115,0.33935,3,0.25,,,,,,
11/14/2006,5.74146,5.840682312,6.115,0.37354,2,0.7,,,,,,
11/13/2006,5.77515,5.870997372,6.115,0.33985,1,0.05,,,,,,
11/10/2006,5.74642,5.8596986,6.115,0.36858,5,0,,,,,,
11/9/2006,5.78174,5.886865628,6.115,0.33326,4,0,,,,,,
11/8/2006,5.79337,5.902648597,6.23,0.43663,3,0.25,,,,,,
11/7/2006,5.82192,5.933136768,6.23,0.40808,2,0.7,,,,,,
11/6/2006,5.87026,5.978972504,6.23,0.35974,1,0.05,,,,,,
11/3/2006,5.88299,5.996545074,6.23,0.34701,5,0,,,,,,
11/2/2006,5.78378,5.877844684,6.23,0.44622,4,0,,,,,,
11/1/2006,5.75928,5.856597247,6.16,0.40072,3,0.25,,,,,,
10/31/2006,5.80171,5.886834152,6.16,0.35829,2,0.7,,,,,,
10/30/2006,5.8671,5.943110063,6.16,0.2929,1,0.05,,,,,,
10/27/2006,5.86557,5.946459276,6.16,0.29443,5,0,,,,,,
10/26/2006,5.89961,5.983589301,6.16,0.26039,4,0,,,,,,
10/25/2006,5.95115,6.037870102,6.25,0.29885,3,0.25,,,,,,
10/24/2006,5.9672,6.08839248,6.25,0.2828,2,0.7,,,,,,
10/23/2006,5.96406,6.094760462,6.25,0.28594,1,0.05,,,,,,
10/20/2006,5.95696,6.057670508,6.25,0.29304,5,0,,,,,,
10/19/2006,5.96276,6.062753842,6.25,0.28724,4,0,,,,,,
10/18/2006,5.93335,6.040929286,6.235,0.30165,3,0.25,,,,,,
10/17/2006,5.94472,6.060934661,6.235,0.29028,2,0.7,,,,,,
10/16/2006,5.95948,6.072340285,6.235,0.27552,1,0.05,,,,,,
10/13/2006,5.98671,6.094503145,6.235,0.24829,5,0,,,,,,
10/12/2006,5.97705,6.08093569,6.235,0.25795,4,0,,,,,,
10/11/2006,5.96583,6.091929271,6.245,0.27917,3,0.25,,,,,,
10/10/2006,5.95749,6.064097433,6.245,0.28751,2,0.7,,,,,,
10/6/2006,5.90327,6.008120125,6.245,0.34173,5,0,,,,,,
10/5/2006,5.81752,5.936731103,6.245,0.42748,4,0,,,,,,
10/4/2006,5.77873,5.897962396,6.125,0.34627,3,0.25,,,,,,
10/3/2006,5.83864,5.94161204,6.125,0.28636,2,0.7,,,,,,
10/2/2006,5.84966,5.949304472,6.125,0.27534,1,0.05,,,,,,
9/29/2006,5.86441,5.960736915,6.125,0.26059,5,0,,,,,,
9/28/2006,5.84481,5.943790103,6.125,0.28019,4,0,,,,,,
9/27/2006,5.82374,5.927263398,6.16,0.33626,3,0.25,,,,,,
9/26/2006,5.81463,5.917549549,6.16,0.34537,2,0.7,,,,,,
9/25/2006,5.78502,5.903167381,6.16,0.37498,1,0.05,,,,,,
9/22/2006,5.82063,5.929739609,6.16,0.33937,5,0,,,,,,
9/21/2006,5.85597,5.946411581,6.16,0.30403,4,0,,,,,,
9/20/2006,5.93042,6.027229828,6.275,0.34458,3,0.25,,,,,,
9/19/2006,5.93924,6.039680504,6.275,0.33576,2,0.7,,,,,,
9/18/2006,5.97548,6.104905791,6.275,0.29952,1,0.05,,,,,,
9/15/2006,5.95972,6.091619024,6.275,0.31528,5,0,,,,,,
9/14/2006,5.97232,6.07393635,6.275,0.30268,4,0,,,,,,
9/13/2006,5.94056,6.048246822,6.305,0.36444,3,0.25,,,,,,
9/12/2006,5.94017,6.047439608,6.305,0.36483,2,0.7,,,,,,
9/11/2006,5.95898,6.067738074,6.305,0.34602,1,0.05,,,,,,
9/8/2006,5.93338,6.035062691,6.305,0.37162,5,0,,,,,,
9/7/2006,5.95526,6.051937345,6.305,0.34974,4,0,,,,,,
9/6/2006,5.96864,6.052518133,6.32,0.35136,3,0.25,,,,,,
9/5/2006,5.96084,6.041655775,6.32,0.35916,2,0.7,,,,,,
9/1/2006,5.92844,6.010039977,6.32,0.39156,5,0,,,,,,
8/31/2006,5.94217,6.029452177,6.32,0.37783,4,0,,,,,,
8/30/2006,5.97019,6.065643266,6.29,0.31981,3,0.25,,,,,,
8/29/2006,5.95256,6.083423743,6.29,0.33744,2,0.7,,,,,,
8/28/2006,5.96424,6.089420585,6.29,0.32576,1,0.05,,,,,,
8/25/2006,5.98067,6.079689367,6.29,0.30933,5,0,,,,,,
8/24/2006,5.96254,6.091203422,6.29,0.32746,4,0,,,,,,
8/23/2006,5.96807,6.086595128,6.33,0.36193,3,0.25,,,,,,
8/22/2006,5.96177,6.070002066,6.33,0.36823,2,0.7,,,,,,
8/21/2006,5.97864,6.067852907,6.33,0.35136,1,0.05,,,,,,
8/18/2006,5.95802,6.073758851,6.33,0.37198,5,0,,,,,,
8/17/2006,5.98775,6.104079846,6.33,0.34225,4,0,,,,,,
8/16/2006,5.96852,6.116473558,6.345,0.37648,3,0.25,,,,,,
8/15/2006,6.05662,6.178282348,6.345,0.28838,2,0.7,,,,,,
8/14/2006,6.15487,6.255169774,6.345,0.19013,1,0.05,,,,,,
8/11/2006,6.1083,6.222800902,6.345,0.2367,5,0,,,,,,
8/10/2006,6.06588,6.181187334,6.345,0.27912,4,0,,,,,,
8/9/2006,6.06042,6.172272065,6.4,0.33958,3,0.25,,,,,,
8/8/2006,6.06446,6.178108861,6.4,0.33554,2,0.7,,,,,,
