asOfDate,2yrSwap,10yrSwap
2/21/2013,0.403443,2.0462
2/22/2013,0.396713,2.037965
2/25/2013,0.389236,1.974743
2/26/2013,0.392395,1.965518
2/27/2013,0.392856,1.991554
2/28/2013,0.385851,1.977641
3/1/2013,0.377626,1.945717
3/4/2013,0.375977,1.961486
3/5/2013,0.379316,1.973651
3/6/2013,0.381629,2.018488
3/7/2013,0.393129,2.073743
3/8/2013,0.398407,2.13834
3/11/2013,0.39886,2.139228
3/12/2013,0.395279,2.106616
3/13/2013,0.394684,2.102126
3/14/2013,0.40084,2.122616
3/15/2013,0.389972,2.087059
3/18/2013,0.39197,2.056136
3/19/2013,0.422654,2.018802
3/20/2013,0.414034,2.049738
3/21/2013,0.422404,2.053279
3/22/2013,0.429128,2.044875
3/25/2013,0.428025,2.049585
3/26/2013,0.430398,2.060394
3/27/2013,0.428402,2.008058
3/28/2013,0.423009,2.020531
4/1/2013,0.412798,1.996011
4/2/2013,0.409698,2.015685
4/3/2013,0.394238,1.971866
4/4/2013,0.383918,1.924906
4/5/2013,0.372277,1.861699
4/8/2013,0.377043,1.918201
4/9/2013,0.37767,1.922672
4/10/2013,0.379431,1.973411
4/11/2013,0.374023,1.959092
4/12/2013,0.371723,1.899169
4/15/2013,0.366105,1.87195
4/16/2013,0.369025,1.89075
4/17/2013,0.368654,1.869943
4/18/2013,0.369355,1.847449
4/19/2013,0.370559,1.8692
4/22/2013,0.36153,1.870494
4/23/2013,0.364446,1.881772
4/24/2013,0.361715,1.870629
4/25/2013,0.360785,1.883098
4/26/2013,0.358632,1.844556
4/29/2013,0.350482,1.838176
4/30/2013,0.351117,1.849423
5/1/2013,0.345132,1.820106
5/2/2013,0.342067,1.812554
5/3/2013,0.354378,1.918308
5/6/2013,0.358237,1.951935
5/7/2013,0.363104,1.961252
5/8/2013,0.359271,1.94295
5/9/2013,0.358085,1.957613
5/10/2013,0.369143,2.040666
5/13/2013,0.378955,2.064888
5/14/2013,0.381846,2.09637
5/15/2013,0.381543,2.076703
5/16/2013,0.370546,1.992793
5/17/2013,0.388592,2.086616
5/20/2013,0.38743,2.093655
5/21/2013,0.3869,2.066728
5/22/2013,0.393263,2.155469
5/23/2013,0.397175,2.157011
5/24/2013,0.40428,2.156178
5/28/2013,0.452357,2.296283
5/29/2013,0.468273,2.286744
5/30/2013,0.461184,2.288553
5/31/2013,0.47287,2.337146
6/3/2013,0.462498,2.314341
6/4/2013,0.46402,2.331582
6/5/2013,0.45949,2.291419
6/6/2013,0.458557,2.265819
6/7/2013,0.478971,2.354266
6/10/2013,0.498095,2.419325
6/11/2013,0.497631,2.391815
6/12/2013,0.500539,2.421999
6/13/2013,0.472072,2.35504
6/14/2013,0.430919,2.299817
6/17/2013,0.423494,2.347659
6/18/2013,0.419147,2.364265
6/19/2013,0.463255,2.518094
6/20/2013,0.508825,2.647199
6/21/2013,0.562248,2.742672
6/24/2013,0.579756,2.772742
6/25/2013,0.576994,2.811938
6/26/2013,0.54738,2.754026
6/27/2013,0.512908,2.675681
6/28/2013,0.512886,2.688226
7/1/2013,0.513938,2.698993
7/2/2013,0.521334,2.691787
7/3/2013,0.546238,2.728963
7/5/2013,0.584332,2.961773
7/8/2013,0.53926,2.8926
7/9/2013,0.539765,2.855778
7/10/2013,0.541466,2.891533
7/11/2013,0.50587,2.790458
7/12/2013,0.53109,2.825575
7/15/2013,0.518353,2.770767
7/16/2013,0.493213,2.745098
7/17/2013,0.481008,2.695686
7/18/2013,0.482909,2.736493
7/19/2013,0.480925,2.697062
7/22/2013,0.483931,2.696749
7/23/2013,0.489999,2.716189
7/24/2013,0.509759,2.784507
7/25/2013,0.503135,2.805261
7/26/2013,0.478396,2.758606
7/29/2013,0.478865,2.777782
7/30/2013,0.481538,2.794051
7/31/2013,0.479575,2.7776
8/1/2013,0.505775,2.90826
8/2/2013,0.474984,2.774837
8/5/2013,0.486523,2.813606
8/6/2013,0.487275,2.824239
8/7/2013,0.48748,2.779586
8/8/2013,0.483128,2.760594
8/9/2013,0.481052,2.747723
8/12/2013,0.478952,2.777813
8/13/2013,0.513632,2.886684
8/14/2013,0.509293,2.878556
8/15/2013,0.527657,2.918594
8/16/2013,0.534168,2.997772
8/19/2013,0.549932,3.064101
8/20/2013,0.531953,2.998731
8/21/2013,0.544538,3.044911
8/22/2013,0.582889,3.100658
8/23/2013,0.572434,3.013257
8/26/2013,0.554652,2.992308
8/27/2013,0.543655,2.908118
8/28/2013,0.562593,2.969264
8/29/2013,0.565511,2.938896
8/30/2013,0.560145,2.943118
9/3/2013,0.590865,3.02841
9/4/2013,0.618895,3.070774
9/5/2013,0.664553,3.159365
9/6/2013,0.622853,3.119449
9/9/2013,0.591332,3.070587
9/10/2013,0.619764,3.121831
9/11/2013,0.601976,3.080241
9/12/2013,0.597424,3.067164
9/13/2013,0.599881,3.063278
9/16/2013,0.560617,3.027562
9/17/2013,0.538558,3.001385
9/18/2013,0.488967,2.845936
9/19/2013,0.487418,2.899907
9/20/2013,0.489049,2.882562
9/23/2013,0.477022,2.862793
9/24/2013,0.478914,2.805418
9/25/2013,0.469654,2.763471
9/26/2013,0.473637,2.792565
9/27/2013,0.467234,2.770702
9/30/2013,0.460605,2.769412
10/1/2013,0.46892,2.802868
10/2/2013,0.458052,2.787872
10/3/2013,0.455398,2.773221
10/4/2013,0.460354,2.814359
10/7/2013,0.472257,2.789479
10/8/2013,0.498109,2.777009
10/9/2013,0.49043,2.795287
10/10/2013,0.486863,2.821092
10/11/2013,0.476073,2.815096
10/15/2013,0.48291,2.851739
10/16/2013,0.4712,2.806176
10/17/2013,0.450004,2.726899
10/18/2013,0.448814,2.731776
10/21/2013,0.448788,2.748839
10/22/2013,0.434176,2.656628
10/23/2013,0.438264,2.634353
10/24/2013,0.438442,2.670866
10/25/2013,0.434889,2.651284
10/28/2013,0.437283,2.660947
10/29/2013,0.434203,2.652709
10/30/2013,0.436138,2.67095
10/31/2013,0.427297,2.68648
11/1/2013,0.430336,2.761652
11/4/2013,0.42248,2.743046
11/5/2013,0.424578,2.803945
11/6/2013,0,2.772257
11/7/2013,0.404132,2.740602
11/8/2013,0.427392,2.869944
11/12/2013,0.43717,2.887328
11/13/2013,0.420884,2.837993
11/14/2013,0.403661,2.789075
11/15/2013,0.396057,2.775396
11/18/2013,0.393402,2.73825
11/20/2013,0.379459,2.829652
11/21/2013,0.374969,2.827427
11/22/2013,0.379204,2.816746
11/25/2013,0.37936,2.80943
11/26/2013,0.377138,2.767695
11/27/2013,0.375894,2.815502
11/29/2013,0.37864,2.83019
12/2/2013,0.383224,2.889585
12/3/2013,0.384644,2.862903
12/4/2013,0.387764,2.930297
12/5/2013,0.391038,2.932537
12/6/2013,0.399616,2.946073
12/9/2013,0.398814,2.913815
12/10/2013,0.394081,2.863693
12/11/2013,0.404582,2.905393
12/12/2013,0.425006,2.938847
12/13/2013,0.428725,2.927928
12/16/2013,0.427071,2.934454
12/17/2013,0.40356,2.893348
12/18/2013,0.394642,2.936352
12/19/2013,0.445252,2.990878
12/20/2013,0.453179,2.948967
12/23/2013,0.478131,2.997226
12/24/2013,0.501036,3.053034
12/26/2013,0.504937,3.056522
12/27/2013,0.486402,3.05622
12/30/2013,0.48148,3.034222
