asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,Weekday,Weight,Counter,accumulated Weighted CC,accumulatedWeight,WA CC,Servicing Spread,,,
8/9/2011,3.36152,3.119517728,4.245,0.88348,2,0.7,4,2.529429,0.75,0,0,,,
8/10/2011,3.23281,3.086925038,4.245,1.01219,3,0.25,5,3.3376315,1,3.3376315,0,,,
8/11/2011,3.37634,3.187909402,4.075,0.69866,4,0,1,0,0,0,0.9073685,,,
8/12/2011,3.31671,3.127163179,4.075,0.75829,5,0,2,0,0,0,0,,,
8/15/2011,3.38162,3.140270691,4.075,0.69338,1,0.05,3,0.169081,0.05,0,0,,,
8/16/2011,3.31182,3.070011131,4.075,0.76318,2,0.7,4,2.487355,0.75,0,0,,,
8/17/2011,3.26933,3.021365044,4.075,0.80567,3,0.25,5,3.3046875,1,3.3046875,0,,,
8/18/2011,3.24924,2.96687097,4.145,0.89576,4,0,1,0,0,0,0.7703125,,,
8/19/2011,3.28379,2.994619948,4.145,0.86121,5,0,2,0,0,0,0,,,
8/22/2011,3.30379,3.028170978,4.145,0.84121,1,0.05,3,0.1651895,0.05,0,0,,,
8/23/2011,3.36494,3.07709847,4.145,0.78006,2,0.7,4,2.5206475,0.75,0,0,,,
8/24/2011,3.30817,3.146452852,4.145,0.83683,3,0.25,5,3.34769,1,0,0,,,
8/25/2011,3.3922,3.157226351,4.145,0.7528,4,0,6,0,0,0,0,,,
8/26/2011,3.35269,3.116463309,4.145,0.79231,5,0,7,0,0,0,0,,,
8/29/2011,3.44007,3.179287445,4.145,0.70493,1,0.05,8,0.1720035,0.05,0,0,,,
8/30/2011,3.3589,3.121241812,4.145,0.7861,2,0.7,9,2.35123,0.7,0,0,,,
8/31/2011,3.42739,3.148514784,4.145,0.71761,3,0.25,10,0.8568475,0.25,3.42739,0,,,
9/1/2011,3.36362,3.099418167,4.045,0.68138,4,0,1,0,0,0,0.71761,,,
9/2/2011,3.26342,3.003136505,4.045,0.78158,5,0,2,0,0,0,0,,,
9/6/2011,3.26302,3.004186588,4.045,0.78198,2,0.7,3,2.284114,0.7,0,0,,,
9/7/2011,3.31614,3.03539828,4.045,0.72886,3,0.25,4,3.113149,0.95,3.276998947,0,,,
9/8/2011,3.28505,2.98117949,4.015,0.72995,4,0,1,0,0,0,0.768001053,,,
9/9/2011,3.21792,2.951085399,4.015,0.79708,5,0,2,0,0,0,0,,,
9/12/2011,3.2661,2.957006783,4.015,0.7489,1,0.05,3,0.163305,0.05,0,0,,,
9/13/2011,3.30112,3.011467683,4.015,0.71388,2,0.7,4,2.474089,0.75,0,0,,,
9/14/2011,3.3005,3.026625208,4.015,0.7145,3,0.25,5,3.299214,1,0,0,,,
9/15/2011,3.34726,3.064354759,4.015,0.66774,4,0,6,0,0,0,0,,,
9/16/2011,3.34689,3.072859116,4.015,0.66811,5,0,7,0,0,0,0,,,
9/19/2011,3.23814,2.97550177,4.015,0.77686,1,0.05,8,0.161907,0.05,0,0,,,
9/20/2011,3.25926,2.988758365,4.015,0.75574,2,0.7,9,2.281482,0.7,0,0,,,
9/21/2011,3.01934,2.932029602,4.015,0.99566,3,0.25,10,0.754835,0.25,3.01934,0,,,
9/22/2011,2.85137,2.800515588,3.935,1.08363,4,0,1,0,0,0,0.99566,,,
9/23/2011,2.9788,2.837084538,3.935,0.9562,5,0,2,0,0,0,0,,,
9/26/2011,3.07072,2.926197355,3.935,0.86428,1,0.05,3,0.153536,0.05,0,0,,,
9/27/2011,3.19163,3.028736566,3.935,0.74337,2,0.7,4,2.387677,0.75,0,0,,,
9/28/2011,3.16373,3.008847208,3.935,0.77127,3,0.25,5,3.1786095,1,3.1786095,0,,,
9/29/2011,3.08103,2.96963517,3.89,0.80897,4,0,1,0,0,0,0.7563905,,,
9/30/2011,3.03853,2.955117248,3.89,0.85147,5,0,2,0,0,0,0,,,
10/3/2011,2.96582,2.888483104,3.89,0.92418,1,0.05,3,0.148291,0.05,0,0,,,
10/4/2011,3.04282,2.912074081,3.89,0.84718,2,0.7,4,2.278265,0.75,0,0,,,
10/5/2011,3.11838,2.985844934,3.89,0.77162,3,0.25,5,3.05786,1,3.05786,0,,,
10/6/2011,3.18596,3.034700555,4.07,0.88404,4,0,1,0,0,0,0.83214,,,
10/7/2011,3.28276,3.098528729,4.07,0.78724,5,0,2,0,0,0,0,,,
10/11/2011,3.3168,3.165282173,4.07,0.7532,2,0.7,3,2.32176,0.7,0,0,,,
10/12/2011,3.33781,3.191353599,4.07,0.73219,3,0.25,4,3.1562125,0.95,3.322328947,0,,,
10/13/2011,3.30672,3.163271457,4.06,0.75328,4,0,1,0,0,0,0.747671053,,,
10/14/2011,3.36446,3.2250238,4.06,0.69554,5,0,2,0,0,0,0,,,
10/17/2011,3.29814,3.195895741,4.06,0.76186,1,0.05,3,0.164907,0.05,0,0,,,
10/18/2011,3.29374,3.18888122,4.06,0.76626,2,0.7,4,2.470525,0.75,0,0,,,
10/19/2011,3.30171,3.197575873,4.06,0.75829,3,0.25,5,3.2959525,1,3.2959525,0,,,
10/20/2011,3.32699,3.20953592,4.05,0.72301,4,0,1,0,0,0,0.7640475,,,
10/21/2011,3.33066,3.232770397,4.05,0.71934,5,0,2,0,0,0,0,,,
10/24/2011,3.3635,3.263903564,4.05,0.6865,1,0.05,3,0.168175,0.05,0,0,,,
10/25/2011,3.26467,3.168510877,4.05,0.78533,2,0.7,4,2.453444,0.75,0,0,,,
10/26/2011,3.3218,3.227075919,4.05,0.7282,3,0.25,5,3.283894,1,3.283894,0,,,
10/27/2011,3.44092,3.337172897,3.925,0.48408,4,0,1,0,0,0,0.766106,,,
10/28/2011,3.36021,3.252486217,3.925,0.56479,5,0,2,0,0,0,0,,,
10/31/2011,3.25158,3.158993859,3.925,0.67342,1,0.05,3,0.162579,0.05,0,0,,,
11/1/2011,3.128,3.092175831,3.925,0.797,2,0.7,4,2.352179,0.75,0,0,,,
11/2/2011,3.14036,3.059877176,3.925,0.78464,3,0.25,5,3.137269,1,3.137269,0,,,
11/3/2011,3.18659,3.090317103,3.915,0.72841,4,0,1,0,0,0,0.787731,,,
11/4/2011,3.14592,3.080702102,3.915,0.76908,5,0,2,0,0,0,0,,,
11/7/2011,3.11536,3.048161248,3.915,0.79964,1,0.05,3,0.155768,0.05,0,0,,,
11/8/2011,3.19153,3.089706491,3.915,0.72347,2,0.7,4,2.389839,0.75,0,0,,,
11/9/2011,3.14083,3.064433741,3.915,0.77417,3,0.25,5,3.1750465,1,3.1750465,0,,,
11/10/2011,3.19683,3.129208087,3.925,0.72817,4,0,1,0,0,0,0.7399535,,,
11/14/2011,3.19328,3.142420568,3.925,0.73172,1,0.05,2,0.159664,0.05,0,0,,,
11/15/2011,3.21924,3.148426598,3.925,0.70576,2,0.7,3,2.413132,0.75,3.217509333,0,,,
11/16/2011,3.20144,3.147904598,3.905,0.70356,3,0.25,1,0.80036,0.25,0,0.707490667,,,
11/17/2011,3.1637,3.113730026,3.905,0.7413,4,0,2,0.80036,0.25,0,0,,,
11/18/2011,3.21334,3.126911513,3.905,0.69166,5,0,3,0.80036,0.25,0,0,,,
11/21/2011,3.17668,3.119617106,3.905,0.72832,1,0.05,4,0.959194,0.3,0,0,,,
11/22/2011,3.14417,3.09599281,3.905,0.76083,2,0.7,5,3.160113,1,0,0,,,
11/23/2011,3.14517,3.074583656,3.905,0.75983,3,0.25,6,0.7862925,0.25,3.14517,0,,,
11/25/2011,3.22263,3.115206983,3.925,0.70237,5,0,1,0,0,0,0.75983,,,
11/28/2011,3.1879,3.121063019,3.925,0.7371,1,0.05,2,0.159395,0.05,0,0,,,
11/29/2011,3.18161,3.124471295,3.925,0.74339,2,0.7,3,2.386522,0.75,0,0,,,
11/30/2011,3.17702,3.103781602,3.925,0.74798,3,0.25,4,3.180777,1,3.180777,0,,,
12/1/2011,3.20921,3.153452074,3.915,0.70579,4,0,1,0,0,0,0.744223,,,
12/2/2011,3.14293,3.115295657,3.915,0.77207,5,0,2,0,0,0,0,,,
12/5/2011,3.15649,3.087110006,3.915,0.75851,1,0.05,3,0.1578245,0.05,0,0,,,
12/6/2011,3.17019,3.093779517,3.915,0.74481,2,0.7,4,2.3769575,0.75,0,0,,,
12/7/2011,3.09012,3.014537657,3.915,0.82488,3,0.25,5,3.1494875,1,3.1494875,0,,,
12/8/2011,3.05821,2.995193302,3.89,0.83179,4,0,1,0,0,0,0.7655125,,,
12/9/2011,3.13669,3.059306018,3.89,0.75331,5,0,2,0,0,0,0,,,
12/12/2011,3.12819,3.049875816,3.89,0.76181,1,0.05,3,0.1564095,0.05,0,0,,,
12/13/2011,3.0836,3.011934148,3.89,0.8064,2,0.7,4,2.3149295,0.75,0,0,,,
12/14/2011,3.0099,2.970990184,3.89,0.8801,3,0.25,5,3.0674045,1,3.0674045,0,,,
12/15/2011,3.05125,2.970344064,3.835,0.78375,4,0,1,0,0,0,0.8225955,,,
12/16/2011,3.00104,2.946507505,3.835,0.83396,5,0,2,0,0,0,0,,,
12/19/2011,2.98945,2.913301607,3.835,0.84555,1,0.05,3,0.1494725,0.05,0,0,,,
12/20/2011,3.06827,2.992990825,3.835,0.76673,2,0.7,4,2.2972615,0.75,0,0,,,
12/21/2011,3.10621,3.008632888,3.835,0.72879,3,0.25,5,3.073814,1,3.073814,0,,,
12/22/2011,3.09573,2.990498178,3.875,0.77927,4,0,1,0,0,0,0.761186,,,
12/23/2011,3.1705,3.07315667,3.875,0.7045,5,0,2,0,0,0,0,,,
12/27/2011,3.15254,3.063064456,3.875,0.72246,2,0.7,3,2.206778,0.7,0,0,,,
12/28/2011,3.04824,2.983760265,3.875,0.82676,3,0.25,4,2.968838,0.95,3.125092632,0,,,
12/29/2011,3.02888,2.973868202,3.86,0.83112,4,0,1,0,0,0,0.749907368,,,
12/30/2011,3.0169,2.925026939,3.86,0.8431,5,0,2,0,0,0,0,,,
1/3/2012,2.99221,2.981584518,3.86,0.86779,2,0.7,3,2.094547,0.7,0,0,,,
1/4/2012,2.9957,2.965045058,3.86,0.8643,3,0.25,4,2.843472,0.95,2.993128421,0,,,
1/5/2012,2.91011,2.951787541,3.815,0.90489,4,0,1,0,0,0,0.866871579,,,
1/6/2012,2.85738,2.906833775,3.815,0.95762,5,0,2,0,0,0,0,,,
1/9/2012,2.87572,2.876840106,3.815,0.93928,1,0.05,3,0.143786,0.05,0,0,,,
1/10/2012,2.91779,2.899654685,3.815,0.89721,2,0.7,4,2.186239,0.75,0,0,,,
1/11/2012,2.88377,2.837264573,3.815,0.93123,3,0.25,5,2.9071815,1,2.9071815,0,,,
1/12/2012,2.85234,2.857127492,3.83,0.97766,4,0,1,0,0,0,0.9078185,,,
1/13/2012,2.81631,2.792587767,3.83,1.01369,5,0,2,0,0,0,0,,,
1/17/2012,2.86264,2.774525606,3.83,0.96736,2,0.7,3,2.003848,0.7,0,0,,,
1/18/2012,2.90295,2.803248936,3.83,0.92705,3,0.25,4,2.7295855,0.95,2.873247895,0,,,
1/19/2012,2.96477,2.879358939,3.905,0.94023,4,0,1,0,0,0,0.956752105,,,
1/20/2012,2.97611,2.944462801,3.905,0.92889,5,0,2,0,0,0,0,,,
1/23/2012,2.97256,2.966781015,3.905,0.93244,1,0.05,3,0.148628,0.05,0,0,,,
1/24/2012,2.95988,2.951308471,3.905,0.94512,2,0.7,4,2.220544,0.75,0,0,,,
1/25/2012,2.90516,2.867388262,3.905,0.99984,3,0.25,5,2.946834,1,2.946834,0,,,
1/26/2012,2.84358,2.758481136,3.82,0.97642,4,0,1,0,0,0,0.958166,,,
1/27/2012,2.80824,2.745611933,3.82,1.01176,5,0,2,0,0,0,0,,,
1/30/2012,2.80895,2.709663106,3.82,1.01105,1,0.05,3,0.1404475,0.05,0,0,,,
1/31/2012,2.7763,2.668040913,3.82,1.0437,2,0.7,4,2.0838575,0.75,0,0,,,
2/1/2012,2.77294,2.681403872,3.82,1.04706,3,0.25,5,2.7770925,1,0,0,,,
2/2/2012,2.7164,2.663853956,3.82,1.1036,4,0,6,0,0,0,0,,,
2/3/2012,2.81014,2.794547436,3.82,1.00986,5,0,7,0,0,0,0,,,
2/6/2012,2.76133,2.744376886,3.82,1.05867,1,0.05,8,0.1380665,0.05,0,0,,,
2/7/2012,2.7946,2.818013452,3.82,1.0254,2,0.7,9,1.95622,0.7,0,0,,,
2/8/2012,2.76703,2.822417671,3.82,1.05297,3,0.25,10,0.6917575,0.25,0,0,,,
2/9/2012,2.84585,2.871349448,3.82,0.97415,4,0,11,0,0,0,0,,,
2/10/2012,2.80975,2.813801493,3.82,1.01025,5,0,12,0,0,0,0,,,
2/13/2012,2.81749,2.855570737,3.82,1.00251,1,0.05,13,0.1408745,0.05,0,0,,,
2/14/2012,2.76681,2.797277994,3.82,1.05319,2,0.7,14,1.936767,0.7,0,0,,,
2/15/2012,2.78221,2.771230016,3.82,1.03779,3,0.25,15,0.6955525,0.25,2.78221,0,,,
2/16/2012,2.83167,2.831752556,3.9,1.06833,4,0,1,0,0,0,1.03779,,,
2/17/2012,2.86836,2.852868018,3.9,1.03164,5,0,2,0,0,0,0,,,
2/21/2012,2.92316,2.90126321,3.9,0.97684,2,0.7,3,2.046212,0.7,0,0,,,
2/22/2012,2.87313,2.872766863,3.9,1.02687,3,0.25,4,2.7644945,0.95,2.909994211,0,,,
2/23/2012,2.83483,2.86839847,3.85,1.01517,4,0,1,0,0,0,0.990005789,,,
2/24/2012,2.84685,2.875323756,3.85,1.00315,5,0,2,0,0,0,0,,,
2/27/2012,2.82054,2.829012291,3.85,1.02946,1,0.05,3,0.141027,0.05,0,0,,,
2/28/2012,2.8102,2.823159512,3.85,1.0398,2,0.7,4,2.108167,0.75,0,0,,,
2/29/2012,2.88173,2.870972203,3.85,0.96827,3,0.25,5,2.8285995,1,2.8285995,0,,,
3/1/2012,2.92872,2.926255388,3.83,0.90128,4,0,1,0,0,0,1.0214005,,,
3/2/2012,2.8908,2.871978091,3.83,0.9392,5,0,2,0,0,0,0,,,
3/5/2012,2.90077,2.900304034,3.83,0.92923,1,0.05,3,0.1450385,0.05,0,0,,,
3/6/2012,2.86506,2.857366065,3.83,0.96494,2,0.7,4,2.1505805,0.75,0,0,,,
3/7/2012,2.89962,2.861432489,3.83,0.93038,3,0.25,5,2.8754855,1,2.8754855,0,,,
3/8/2012,2.93364,2.888526035,3.87,0.93636,4,0,1,0,0,0,0.9545145,,,
3/9/2012,2.92195,2.910252892,3.87,0.94805,5,0,2,0,0,0,0,,,
3/12/2012,2.91624,2.896796374,3.87,0.95376,1,0.05,3,0.145812,0.05,0,0,,,
3/13/2012,2.9914,2.976328992,3.87,0.8786,2,0.7,4,2.239792,0.75,0,0,,,
3/14/2012,3.16959,3.152216903,3.87,0.70041,3,0.25,5,3.0321895,1,3.0321895,0,,,
3/15/2012,3.15896,3.135263891,4.03,0.87104,4,0,1,0,0,0,0.8378105,,,
3/16/2012,3.13095,3.138066075,4.03,0.89905,5,0,2,0,0,0,0,,,
3/19/2012,3.23638,3.244117665,4.03,0.79362,1,0.05,3,0.161819,0.05,0,0,,,
3/20/2012,3.24144,3.257997414,4.03,0.78856,2,0.7,4,2.430827,0.75,0,0,,,
3/21/2012,3.15732,3.175174367,4.03,0.87268,3,0.25,5,3.220157,1,3.220157,0,,,
3/22/2012,3.15708,3.144601751,3.915,0.75792,4,0,1,0,0,0,0.809843,,,
3/23/2012,3.13245,3.104163877,3.915,0.78255,5,0,2,0,0,0,0,,,
3/26/2012,3.11828,3.10988715,3.915,0.79672,1,0.05,3,0.155914,0.05,0,0,,,
3/27/2012,3.0399,3.026680141,3.915,0.8751,2,0.7,4,2.283844,0.75,0,0,,,
3/28/2012,3.05684,3.022879533,3.915,0.85816,3,0.25,5,3.048054,1,3.048054,0,,,
3/29/2012,3.02196,2.984402048,3.905,0.88304,4,0,1,0,0,0,0.866946,,,
3/30/2012,3.06692,3.044212705,3.905,0.83808,5,0,2,0,0,0,0,,,
4/2/2012,3.04496,3.020055419,3.905,0.86004,1,0.05,3,0.152248,0.05,0,0,,,
4/3/2012,3.16492,3.123185667,3.905,0.74008,2,0.7,4,2.367692,0.75,0,0,,,
4/4/2012,3.1088,3.103984056,3.905,0.7962,3,0.25,5,3.144892,1,3.144892,0,,,
4/5/2012,3.05396,3.063322479,3.805,0.75104,4,0,1,0,0,0,0.760108,,,
4/6/2012,2.93072,2.921811222,3.805,0.87428,5,0,2,0,0,0,0,,,
4/9/2012,2.91152,2.890125454,3.805,0.89348,1,0.05,3,0.145576,0.05,0,0,,,
4/10/2012,2.91099,2.879210841,3.805,0.89401,2,0.7,4,2.183269,0.75,0,0,,,
4/11/2012,2.93078,2.903935935,3.805,0.87422,3,0.25,5,2.915964,1,2.915964,0,,,
4/12/2012,2.96745,2.922972198,3.85,0.88255,4,0,1,0,0,0,0.889036,,,
4/13/2012,2.93227,2.891159937,3.85,0.91773,5,0,2,0,0,0,0,,,
4/16/2012,2.91808,2.875053806,3.85,0.93192,1,0.05,3,0.145904,0.05,0,0,,,
4/17/2012,2.9571,2.901702088,3.85,0.8929,2,0.7,4,2.215874,0.75,0,0,,,
4/18/2012,2.93046,2.886284635,3.85,0.91954,3,0.25,5,2.948489,1,2.948489,0,,,
4/19/2012,2.88744,2.856554397,3.805,0.91756,4,0,1,0,0,0,0.901511,,,
4/20/2012,2.90335,2.870970638,3.805,0.90165,5,0,2,0,0,0,0,,,
4/23/2012,2.87081,2.847074432,3.805,0.93419,1,0.05,3,0.1435405,0.05,0,0,,,
4/24/2012,2.90097,2.869248654,3.805,0.90403,2,0.7,4,2.1742195,0.75,0,0,,,
4/25/2012,2.92241,2.870572172,3.805,0.88259,3,0.25,5,2.904822,1,2.904822,0,,,
4/26/2012,2.8924,2.84416641,3.79,0.8976,4,0,1,0,0,0,0.900178,,,
4/27/2012,2.87167,2.809160587,3.79,0.91833,5,0,2,0,0,0,0,,,
4/30/2012,2.85859,2.779419805,3.79,0.93141,1,0.05,3,0.1429295,0.05,0,0,,,
5/1/2012,2.89085,2.832699699,3.79,0.89915,2,0.7,4,2.1665245,0.75,0,0,,,
5/2/2012,2.87338,2.793896212,3.79,0.91662,3,0.25,5,2.8848695,1,2.8848695,0,,,
5/3/2012,2.88233,2.796244881,3.755,0.87267,4,0,1,0,0,0,0.9051305,,,
5/4/2012,2.85087,2.744959345,3.755,0.90413,5,0,2,0,0,0,0,,,
5/7/2012,2.85847,2.755727223,3.755,0.89653,1,0.05,3,0.1429235,0.05,0,0,,,
5/8/2012,2.8457,2.740851039,3.755,0.9093,2,0.7,4,2.1349135,0.75,0,0,,,
5/9/2012,2.83276,2.752329005,3.755,0.92224,3,0.25,5,2.8431035,1,2.8431035,0,,,
5/10/2012,2.82461,2.766615565,3.715,0.89039,4,0,1,0,0,0,0.9118965,,,
5/11/2012,2.80528,2.751190771,3.715,0.90972,5,0,2,0,0,0,0,,,
5/14/2012,2.77397,2.735692222,3.715,0.94103,1,0.05,3,0.1386985,0.05,0,0,,,
5/15/2012,2.76971,2.730341533,3.715,0.94529,2,0.7,4,2.0774955,0.75,0,0,,,
5/16/2012,2.74013,2.683649684,3.715,0.97487,3,0.25,5,2.762528,1,2.762528,0,,,
5/17/2012,2.67184,2.627849036,3.73,1.05816,4,0,1,0,0,0,0.952472,,,
5/18/2012,2.67797,2.629071239,3.73,1.05203,5,0,2,0,0,0,0,,,
5/21/2012,2.73357,2.647186242,3.73,0.99643,1,0.05,3,0.1366785,0.05,0,0,,,
5/22/2012,2.76969,2.71193026,3.73,0.96031,2,0.7,4,2.0754615,0.75,0,0,,,
5/23/2012,2.73508,2.6648851,3.73,0.99492,3,0.25,5,2.7592315,1,2.7592315,0,,,
5/24/2012,2.76054,2.676820278,3.7,0.93946,4,0,1,0,0,0,0.9707685,,,
5/25/2012,2.76345,2.66710612,3.7,0.93655,5,0,2,0,0,0,0,,,
5/29/2012,2.77149,2.648951063,3.7,0.92851,2,0.7,3,1.940043,0.7,0,0,,,
5/30/2012,2.68486,2.555030117,3.7,1.01514,3,0.25,4,2.611258,0.95,2.748692632,0,,,
5/31/2012,2.64639,2.525597941,3.595,0.94861,4,0,1,0,0,0,0.951307368,,,
6/1/2012,2.53159,2.466720593,3.595,1.06341,5,0,2,0,0,0,0,,,
6/4/2012,2.62226,2.516468216,3.595,0.97274,1,0.05,3,0.131113,0.05,0,0,,,
6/5/2012,2.67216,2.524495943,3.595,0.92284,2,0.7,4,2.001625,0.75,0,0,,,
6/6/2012,2.70699,2.577131962,3.595,0.88801,3,0.25,5,2.6783725,1,2.6783725,0,,,
6/7/2012,2.67758,2.592909075,3.635,0.95742,4,0,1,0,0,0,0.9166275,,,
6/8/2012,2.67911,2.587441159,3.635,0.95589,5,0,2,0,0,0,0,,,
6/11/2012,2.6399,2.574294314,3.635,0.9951,1,0.05,3,0.131995,0.05,0,0,,,
6/12/2012,2.69596,2.608850405,3.635,0.93904,2,0.7,4,2.019167,0.75,0,0,,,
6/13/2012,2.65256,2.564246156,3.635,0.98244,3,0.25,5,2.682307,1,2.682307,0,,,
6/14/2012,2.63094,2.567805167,3.585,0.95406,4,0,1,0,0,0,0.952693,,,
6/15/2012,2.61355,2.53213733,3.585,0.97145,5,0,2,0,0,0,0,,,
6/18/2012,2.59515,2.519863553,3.585,0.98985,1,0.05,3,0.1297575,0.05,0,0,,,
6/19/2012,2.5989,2.541459466,3.585,0.9861,2,0.7,4,1.9489875,0.75,0,0,,,
6/20/2012,2.64221,2.530286661,3.585,0.94279,3,0.25,5,2.60954,1,0,0,,,
6/21/2012,2.61405,2.519519291,3.585,0.97095,4,0,6,0,0,0,0,,,
6/22/2012,2.66819,2.540608016,3.585,0.91681,5,0,7,0,0,0,0,,,
6/25/2012,2.5785,2.494055445,3.585,1.0065,1,0.05,8,0.128925,0.05,0,0,,,
6/26/2012,2.61639,2.51232552,3.585,0.96861,2,0.7,9,1.831473,0.7,0,0,,,
6/27/2012,2.58867,2.505199633,3.585,0.99633,3,0.25,10,0.6471675,0.25,2.58867,0,,,
6/28/2012,2.55096,2.479161845,3.57,1.01904,4,0,1,0,0,0,0.99633,,,
6/29/2012,2.62372,2.531062108,3.57,0.94628,5,0,2,0,0,0,0,,,
7/2/2012,2.54532,2.489902362,3.57,1.02468,1,0.05,3,0.127266,0.05,0,0,,,
7/3/2012,2.58328,2.517632275,3.57,0.98672,2,0.7,4,1.935562,0.75,2.580749333,0,,,
7/5/2012,2.55638,2.495652548,3.485,0.92862,4,0,1,0,0,0,0.989250667,,,
7/6/2012,2.47665,2.44737735,3.485,1.00835,5,0,2,0,0,0,0,,,
7/9/2012,2.4492,2.408110322,3.485,1.0358,1,0.05,3,0.12246,0.05,0,0,,,
7/10/2012,2.42303,2.400961069,3.485,1.06197,2,0.7,4,1.818581,0.75,0,0,,,
7/11/2012,2.41162,2.381614133,3.485,1.07338,3,0.25,5,2.421486,1,2.421486,0,,,
7/12/2012,2.40343,2.356163235,3.455,1.05157,4,0,1,0,0,0,1.063514,,,
7/13/2012,2.4585,2.377197581,3.455,0.9965,5,0,2,0,0,0,0,,,
7/16/2012,2.39684,2.361033003,3.455,1.05816,1,0.05,3,0.119842,0.05,0,0,,,
7/17/2012,2.4361,2.39124099,3.455,1.0189,2,0.7,4,1.825112,0.75,0,0,,,
7/18/2012,2.37585,2.364912834,3.455,1.07915,3,0.25,5,2.4190745,1,2.4190745,0,,,
7/19/2012,2.39312,2.372741521,3.415,1.02188,4,0,1,0,0,0,1.0359255,,,
7/20/2012,2.32496,2.334802348,3.415,1.09004,5,0,2,0,0,0,0,,,
7/23/2012,2.27723,2.313112149,3.415,1.13777,1,0.05,3,0.1138615,0.05,0,0,,,
7/24/2012,2.24718,2.292322316,3.415,1.16782,2,0.7,4,1.6868875,0.75,0,0,,,
7/25/2012,2.26337,2.284753112,3.415,1.15163,3,0.25,5,2.25273,1,2.25273,0,,,
7/26/2012,2.28779,2.300337841,3.475,1.18721,4,0,1,0,0,0,1.16227,,,
7/27/2012,2.46854,2.414532389,3.475,1.00646,5,0,2,0,0,0,0,,,
7/30/2012,2.33651,2.349311026,3.475,1.13849,1,0.05,3,0.1168255,0.05,0,0,,,
7/31/2012,2.3146,2.344318562,3.475,1.1604,2,0.7,4,1.7370455,0.75,0,0,,,
8/1/2012,2.36588,2.398915375,3.475,1.10912,3,0.25,5,2.3285155,1,2.3285155,0,,,
8/2/2012,2.33657,2.364234917,3.49,1.15343,4,0,1,0,0,0,1.1464845,,,
8/3/2012,2.42675,2.451302363,3.49,1.06325,5,0,2,0,0,0,0,,,
8/6/2012,2.41026,2.416757567,3.49,1.07974,1,0.05,3,0.120513,0.05,0,0,,,
8/7/2012,2.46483,2.486446192,3.49,1.02517,2,0.7,4,1.845894,0.75,0,0,,,
8/8/2012,2.45388,2.506462138,3.49,1.03612,3,0.25,5,2.459364,1,2.459364,0,,,
8/9/2012,2.45717,2.51913882,3.52,1.06283,4,0,1,0,0,0,1.030636,,,
8/10/2012,2.43735,2.481315997,3.52,1.08265,5,0,2,0,0,0,0,,,
8/13/2012,2.43262,2.488938994,3.52,1.08738,1,0.05,3,0.121631,0.05,0,0,,,
8/14/2012,2.50321,2.556084095,3.52,1.01679,2,0.7,4,1.873878,0.75,0,0,,,
8/15/2012,2.63813,2.648454852,3.52,0.88187,3,0.25,5,2.5334105,1,2.5334105,0,,,
8/16/2012,2.67019,2.688768214,3.585,0.91481,4,0,1,0,0,0,0.9865895,,,
8/17/2012,2.63904,2.649471496,3.585,0.94596,5,0,2,0,0,0,0,,,
8/20/2012,2.61868,2.647929631,3.585,0.96632,1,0.05,3,0.130934,0.05,0,0,,,
8/21/2012,2.62589,2.616463478,3.585,0.95911,2,0.7,4,1.969057,0.75,0,0,,,
8/22/2012,2.51207,2.540241479,3.585,1.07293,3,0.25,5,2.5970745,1,2.5970745,0,,,
8/23/2012,2.44471,2.495398077,3.49,1.04529,4,0,1,0,0,0,0.9879255,,,
8/24/2012,2.47609,2.509043147,3.49,1.01391,5,0,2,0,0,0,0,,,
8/27/2012,2.44075,2.485827498,3.49,1.04925,1,0.05,3,0.1220375,0.05,0,0,,,
8/28/2012,2.41104,2.469955615,3.49,1.07896,2,0.7,4,1.8097655,0.75,0,0,,,
8/29/2012,2.46878,2.500165285,3.49,1.02122,3,0.25,5,2.4269605,1,2.4269605,0,,,
8/30/2012,2.43371,2.479074768,3.475,1.04129,4,0,1,0,0,0,1.0630395,,,
8/31/2012,2.36895,2.42845582,3.475,1.10605,5,0,2,0,0,0,0,,,
9/4/2012,2.38417,2.422475685,3.475,1.09083,2,0.7,3,1.668919,0.7,0,0,,,
9/5/2012,2.39528,2.414797348,3.475,1.07972,3,0.25,4,2.267739,0.95,2.387093684,0,,,
9/6/2012,2.45607,2.495925864,3.45,0.99393,4,0,1,0,0,0,1.087906316,,,
9/7/2012,2.37384,2.471341433,3.45,1.07616,5,0,2,0,0,0,0,,,
9/10/2012,2.37785,2.477940005,3.45,1.07215,1,0.05,3,0.1188925,0.05,0,0,,,
9/11/2012,2.39371,2.488736001,3.45,1.05629,2,0.7,4,1.7944895,0.75,0,0,,,
9/12/2012,2.42922,2.55276728,3.45,1.02078,3,0.25,5,2.4017945,1,2.4017945,0,,,
9/13/2012,2.20601,2.486947567,3.39,1.18399,4,0,1,0,0,0,1.0482055,,,
9/14/2012,2.26805,2.567098309,3.39,1.12195,5,0,2,0,0,0,0,,,
9/17/2012,2.28117,2.536465436,3.39,1.10883,1,0.05,3,0.1140585,0.05,0,0,,,
9/18/2012,2.2694,2.506299066,3.39,1.1206,2,0.7,4,1.7026385,0.75,0,0,,,
9/19/2012,2.21086,2.464682395,3.39,1.17914,3,0.25,5,2.2553535,1,2.2553535,0,,,
